时段,部门,成交单量,成交金额
1,OTHER,1235,1353
1,GG,2279,1422167.84
1,GG,1692,687645.26
1,GG,1412,421691.3
1,GG,2113,2144451.3
1,GG,1983,1066340.7
1,GG,1236,1369.28
1,GG,3089,1801464.42
1,JJ,1398,597682.12
1,JJ,9690,6954227.69
1,JJ,13255,15301234
1,JJ,1235,1239.5
1,JJ,10914,2600638.65
1,JJ,5501,745031.65
1,JJ,5697,1399180.32
1,JJ,3587,321040.81
1,JJ,13994,1005636.07
1,JJ,3456,424536.96
1,JJ,4771,1301019.16
1,JJ,19444,15701234
1,JJ,33787,28401234
1,JJ,17099,6593478.39
1,JJ,2459,7122240.84
1,SS,1290,9881.6
1,SS,3764,1072084.57
1,SS,6258,3070933.84
1,SS,8116,1664702.48
1,SS,8654,647408.87
1,SS,2384,151953.24
1,SS,5213,3057333.97
1,SS,2458,332488.85
1,SS,1403,29719.8
1,SS,1318,19182.45
1,SS,5376,1818822.52
1,SS,4243,32201234
1,SS,1953,11201234
1,SS,16064,9133454.4
1,SS,16615,6786718.33
1,SS,3263,1193489.26
1,SS,4351,813743.88
1,SS,14325,9372774.42
1,SS,6504,6995665.7
1,SS,36453,15601234
1,SS,1240,2887.44
1,SS,1235,1508
1,SS,2839,1727337.88
1,SS,81052,32801234
1,SS,3205,2765260.81
1,SS,1519,1054392.52
1,SS,4310,2986680
1,SS,1243,970
1,SS,2571,2361108.7
1,SS,6030,2012047.59
1,SS,5327,1683570.32
1,SS,2493,297679.04
1,SS,7022,4375450.52
1,MM,5405,1192991.99
1,MM,13561,3281516.51
1,MM,84993,25801234
1,MM,19571,3225294.81
1,MM,2159,81130.76
1,MM,20130,2212016.88
1,MM,12122,1916013.06
1,MM,76885,27201234
2,GG,1782,884015.72
2,GG,1351,50799.38
2,GG,2995,286318.52
2,GG,1373,76448
2,JJ,1466,1762729.88
2,JJ,2069,2624544.5
2,JJ,2357,3996623.37
2,JJ,1268,35677
2,JJ,2013,2583110.87
2,JJ,4429,380253.58
2,JJ,6661,701877.63
2,JJ,8016,344150.52
2,JJ,6675,1166132.72
2,JJ,2545,190945.98
2,JJ,2052,46918.21
2,JJ,1291,19740.8
2,JJ,9495,9612483.02
2,JJ,1393,2215910.46
2,JJ,4106,2256303.14
2,JJ,2774,327022.93
2,JJ,5605,2381533.97
2,JJ,1659,191848.01
2,SS,3096,389863.69
2,SS,1712,849251.3
2,SS,2491,390976.79
2,SS,8916,2958817.58
2,SS,1254,6175.82
2,SS,1235,1582
2,SS,1853,159285.41
2,SS,1930,1038319.56
2,SS,1436,68792.52
2,SS,4468,3150436.93
2,SS,1838,140929.21
2,SS,3347,540137.91
2,SS,1965,602927
2,SS,7072,1639789.21
2,SS,6667,1460339.06
2,SS,2830,2046480.32
2,SS,1740,448848.44
2,SS,2326,1421604.36
2,SS,1801,3152195.5
2,SS,1373,95083.91
2,SS,2794,442675.12
2,SS,1897,139772.86
2,SS,4344,844554.1
2,SS,2550,283352.93
2,SS,3621,835240.1
2,SS,3034,255387.33
2,SS,3037,286535.1
2,MM,7186,1207331.24
2,MM,4412,447012.82
2,MM,10682,1807695.53
2,MM,1808,50519.74
3,GG,1377,172612.2
3,GG,1290,97635.62
3,GG,1328,249872.3
3,GG,1377,371607.9
3,GG,1541,301564.27
3,GG,1235,1267.82
3,GG,1523,318546.29
3,JJ,1268,19555.4
3,JJ,2205,546164.41
3,JJ,2268,940862.51
3,JJ,1238,103934
3,JJ,3206,381055.49
3,JJ,2702,179965.79
3,JJ,2469,322757.43
3,JJ,2103,122284.97
3,JJ,3832,161050.38
3,JJ,1849,91530.69
3,JJ,1901,201094.05
3,JJ,3280,783901.04
3,JJ,4335,2242852.38
3,JJ,3301,654743.93
3,JJ,1432,594936.3
3,SS,1251,4739
3,SS,2239,433607.37
3,SS,2775,262043.28
3,SS,2755,349391.23
3,SS,3973,345986.68
3,SS,1718,65863.79
3,SS,2477,595292.76
3,SS,1710,183811.09
3,SS,1294,9276.49
3,SS,1275,11223.3
3,SS,2155,257247.92
3,SS,3373,18601234
3,SS,1417,3970243.28
3,SS,2379,1248065.15
3,SS,2927,1274786.42
3,SS,1535,175662.82
3,SS,1851,131561.24
3,SS,3285,1511099.7
3,SS,1751,688969.34
3,SS,7001,2074147.93
3,SS,1236,2485.51
3,SS,1449,157106
3,SS,13023,4840919.15
3,SS,1463,323433.5
3,SS,1308,193758.1
3,SS,1495,234874.94
3,SS,1236,1184
3,SS,1452,203890.1
3,SS,1638,162678.71
3,SS,1836,284882.37
3,SS,1408,39646.91
3,SS,1956,511606.69
3,MM,1921,153193.29
3,MM,4325,766769.82
3,MM,7105,2707497.74
3,MM,3403,608479.06
3,MM,1518,26182.5
3,MM,3874,334210.08
3,MM,2705,242591.29
3,MM,7546,2379306.09
4,GG,1481,400785.9
4,GG,1261,10930.82
4,GG,1399,36026.61
4,GG,1282,22666
4,JJ,1283,217421.57
4,JJ,1396,445926.71
4,JJ,1514,941061.64
4,JJ,1240,6773
4,JJ,1435,614317.04
4,JJ,2347,105254.79
4,JJ,3074,232440.1
4,JJ,3793,122418.07
4,JJ,3145,357010.22
4,JJ,1684,61117.98
4,JJ,1592,18817.38
4,JJ,1238,1486
4,JJ,3672,3077839.28
4,JJ,1284,352474.67
4,JJ,2019,544036.42
4,JJ,1731,96485.64
4,JJ,2143,524490.45
4,JJ,1356,47947.68
4,SS,1766,77955.6
4,SS,1405,85305.21
4,SS,1704,187125.79
4,SS,4728,1278326.59
4,SS,1240,2167.9
4,SS,1443,62931.63
4,SS,1499,57156.93
4,SS,1297,23192.41
4,SS,2676,258886.34
4,SS,1436,48460.2
4,SS,1961,142111.19
4,SS,1442,207909.8
4,SS,3614,406906.78
4,SS,3656,406434.32
4,SS,1652,525518.38
4,SS,1404,127537.43
4,SS,1524,400455.34
4,SS,1363,804538.52
4,SS,1276,16467.52
4,SS,1834,226171.51
4,SS,1452,50720.6
4,SS,2103,224449.72
4,SS,1654,94820.45
4,SS,2171,286230.26
4,SS,1967,96797.68
4,SS,1981,113068.36
4,MM,2969,339855.47
4,MM,2214,125113.77
4,MM,3797,427901.47
4,MM,1378,12912.06
5,GG,1284,61027.23
5,GG,1252,28132.82
5,GG,1284,90711.9
5,GG,1284,144850
5,GG,1355,136284.4
5,GG,1235,1352.92
5,GG,1331,89502.61
5,JJ,1260,15237.65
5,JJ,1569,173080.05
5,JJ,1595,306496.54
5,JJ,1937,125387.64
5,JJ,1829,68302.16
5,JJ,1706,92005.74
5,JJ,1621,48001.06
5,JJ,2229,57991
5,JJ,1485,28660.51
5,JJ,1522,75352.21
5,JJ,1933,183355.93
5,JJ,2144,687393.51
5,JJ,1823,176690.66
5,JJ,1281,19081.36
5,SS,1242,2524
5,SS,1792,38952.76
5,SS,1857,50000.46
5,SS,1829,124847.39
5,SS,2186,76101.27
5,SS,1426,26222.57
5,SS,1601,169563.87
5,SS,1472,48699.04
5,SS,1255,4021.78
5,SS,1247,3724.26
5,SS,1541,70878.33
5,SS,1717,4148918.91
5,SS,1351,2539505.95
5,SS,1589,163425.76
5,SS,1743,143899.75
5,SS,1304,44640.45
5,SS,1453,46692.2
5,SS,1870,419699.64
5,SS,1411,112225.9
5,SS,2982,584192.01
5,SS,1328,65587.09
5,SS,5190,1662890.91
5,SS,1315,120767.8
5,SS,1263,97438.5
5,SS,1314,71452.8
5,SS,1235,1234
5,SS,1332,75584.1
5,SS,1383,50841.24
5,SS,1391,74867.35
5,SS,1307,16891.32
5,SS,1441,149626.1
5,MM,1474,49452.56
5,MM,2173,233868.93
5,MM,3495,1317630.84
5,MM,2090,202146.64
5,MM,1366,11205.24
5,MM,2289,118572.33
5,MM,1813,132739.83
5,MM,3599,914439.62
6,OTHER,1235,1333.9
6,GG,1287,119736.1
6,GG,1252,8329.68
6,GG,1310,18871.83
6,GG,1261,16181
6,JJ,1250,46762.4
6,JJ,1287,119675.99
6,JJ,1276,141904.7
6,JJ,1238,4131.9
6,JJ,1288,121755.12
6,JJ,1777,69648.97
6,JJ,1986,104750.91
6,JJ,2210,56641.75
6,JJ,2085,149615.67
6,JJ,1421,27965.4
6,JJ,1397,9390.84
6,JJ,1236,1298
6,JJ,1849,516480.08
6,JJ,1245,9130
6,JJ,1497,128633.69
6,JJ,1463,44801.46
6,JJ,1503,213083.68
6,JJ,1277,9965.45
6,SS,1389,23731.33
6,SS,1318,9771.35
6,SS,1420,50836.28
6,SS,1583,120770.04
6,SS,1239,2181.9
6,SS,1316,29160.44
6,SS,1368,15107.97
6,SS,1260,10207.11
6,SS,1987,113494.11
6,SS,1310,19047.1
6,SS,1556,75480.62
6,SS,1340,105762.4
6,SS,1829,154378.92
6,SS,2559,196839.1
6,SS,1398,206986.61
6,SS,1299,49089.4
6,SS,1393,204309
6,SS,1304,364519.9
6,SS,1252,7473.6
6,SS,1322,23994.5
6,SS,1342,15304.34
6,SS,1565,128712.34
6,SS,1420,39571.31
6,SS,1471,71851.65
6,SS,1540,41845.78
6,SS,1471,39153.32
6,MM,2046,177627.96
6,MM,1727,63829.75
6,MM,2537,204582.07
6,MM,1309,7645.19
7,GG,1254,37911.3
7,GG,1242,12918.9
7,GG,1254,43316.2
7,GG,1264,75565.5
7,GG,1259,23939.8
7,GG,1235,1301.64
7,GG,1273,42664.22
7,JJ,1247,9058.4
7,JJ,1415,102309.38
7,JJ,1440,175203
7,JJ,1235,1246.4
7,JJ,1610,67361.81
7,JJ,1524,40036.55
7,JJ,1543,69842.18
7,JJ,1464,31372.12
7,JJ,1751,37121
7,JJ,1393,18561.55
7,JJ,1429,43883.01
7,JJ,1683,103608.73
7,JJ,1698,389943.22
7,JJ,1579,109571.84
7,JJ,1256,6686.12
7,SS,1237,1937
7,SS,1533,23732.82
7,SS,1570,28830.38
7,SS,1598,70438.58
7,SS,1760,43930.24
7,SS,1333,13270.85
7,SS,1384,45586.15
7,SS,1413,30374.3
7,SS,1249,3365.33
7,SS,1236,1502
7,SS,1402,32162.86
7,SS,1352,1022965.8
7,SS,1273,477136.72
7,SS,1496,93784.75
7,SS,1532,82260.67
7,SS,1276,23920.3
7,SS,1350,22880.26
7,SS,1539,135669
7,SS,1351,80882.88
7,SS,2263,327918.96
7,SS,1268,17574.7
7,SS,3386,865011
7,SS,1269,61489
7,SS,1245,14847.6
7,SS,1281,44805.8
7,SS,1264,25420.1
7,SS,1306,24616.87
7,SS,1322,45539.85
7,SS,1266,9483.52
7,SS,1367,103739.23
7,MM,1350,28923.61
7,MM,1720,133791.02
7,MM,2520,346902.17
7,MM,1728,91180.72
7,MM,1306,9017.85
7,MM,1763,60422.3
7,MM,1664,84451.92
7,MM,2725,532476.55
8,GG,1265,64028.6
8,GG,1238,1806.11
8,GG,1303,17779.37
8,GG,1242,4107
8,JJ,1244,20256.1
8,JJ,1261,41131.54
8,JJ,1260,97415.7
8,JJ,1235,1632.9
8,JJ,1255,61703.2
8,JJ,1741,30684.64
8,JJ,1770,90611.9
8,JJ,1873,34015.06
8,JJ,1759,87298.13
8,JJ,1349,15752.54
8,JJ,1344,7988.28
8,JJ,1235,1256.9
8,JJ,1683,396804.18
8,JJ,1241,13901.5
8,JJ,1381,70787.55
8,JJ,1381,27041.29
8,JJ,1426,138590.89
8,JJ,1267,7534.08
8,SS,1326,16006.4
8,SS,1296,9406.09
8,SS,1378,44020.97
8,SS,1434,61863.58
8,SS,1235,1623
8,SS,1288,12361.84
8,SS,1335,13357.63
8,SS,1258,10955.89
8,SS,1768,89184.18
8,SS,1267,9923.81
8,SS,1420,52444.79
8,SS,1302,60982.3
8,SS,1661,119276.7
8,SS,1956,148380.23
8,SS,1344,132821.89
8,SS,1290,141039.4
8,SS,1338,139232.65
8,SS,1267,240617
8,SS,1242,11634.11
8,SS,1300,18225.28
8,SS,1299,11864.66
8,SS,1497,66747.69
8,SS,1376,28658.39
8,SS,1410,62813.4
8,SS,1494,39768.04
8,SS,1396,26748.15
8,MM,1829,121640.94
8,MM,1589,49821.52
8,MM,2221,152790.92
8,MM,1293,6036.14
9,GG,1248,13595.01
9,GG,1238,7078.1
9,GG,1245,30377
9,GG,1256,33306
9,GG,1253,25369.55
9,GG,1267,39254.51
9,JJ,1244,5659
9,JJ,1367,54101.2
9,JJ,1408,144216.9
9,JJ,1235,1270
9,JJ,1550,72499.77
9,JJ,1462,28849.87
9,JJ,1422,40133.32
9,JJ,1413,20285.5
9,JJ,1604,26374.87
9,JJ,1419,22664.26
9,JJ,1412,34580.92
9,JJ,1548,61078.65
9,JJ,1606,314918.06
9,JJ,1475,70788.12
9,JJ,1270,12305.5
9,SS,1237,1951
9,SS,1519,19023.06
9,SS,1556,29711.64
9,SS,1554,56561.58
9,SS,1599,31059.29
9,SS,1332,13005.96
9,SS,1380,61259.87
9,SS,1403,25887.58
9,SS,1242,2325.5
9,SS,1237,1717.77
9,SS,1382,32832.33
9,SS,1302,491980.21
9,SS,1262,150690.65
9,SS,1467,89846.37
9,SS,1465,65306.31
9,SS,1270,18010.98
9,SS,1307,15565.5
9,SS,1501,138398.11
9,SS,1305,47406.2
9,SS,2194,315559.5
9,SS,1235,2138.79
9,SS,1259,19582.1
9,SS,2849,596518.56
9,SS,1266,45110.5
9,SS,1242,15976
9,SS,1308,67022.8
9,SS,1279,36994.5
9,SS,1306,23624.44
9,SS,1309,32156.32
9,SS,1271,8914.71
9,SS,1380,125284.22
9,MM,1318,17964.61
9,MM,1561,90978.09
9,MM,2496,476799.36
9,MM,1630,57895.43
9,MM,1315,8610.49
9,MM,1657,49292.39
9,MM,1478,41348.13
9,MM,2588,516598.01
10,GG,1260,57772.1
10,GG,1247,8045.42
10,GG,1278,12496.41
10,GG,1247,7166
10,JJ,1245,21488.16
10,JJ,1270,55361.4
10,JJ,1275,163303.1
10,JJ,1237,2453
10,JJ,1267,55968.29
10,JJ,1570,45447.57
10,JJ,1725,67747.72
10,JJ,1782,32475.42
10,JJ,1659,80547.74
10,JJ,1323,12304.9
10,JJ,1301,4573.01
10,JJ,1235,1248
10,JJ,1693,426077.96
10,JJ,1246,24462.75
10,JJ,1375,59849.31
10,JJ,1382,40289.85
10,JJ,1498,381613.01
10,JJ,1255,9124.7
10,SS,1344,17365.76
10,SS,1304,8598.52
10,SS,1360,34271.05
10,SS,1426,65864.28
10,SS,1235,2322
10,SS,1279,11947.04
10,SS,1328,17564.78
10,SS,1248,8411.81
10,SS,1674,73127.19
10,SS,1290,12055.1
10,SS,1415,42324.76
10,SS,1294,60793.4
10,SS,1595,115423.48
10,SS,1945,170543.04
10,SS,1336,118579.53
10,SS,1301,51264.9
10,SS,1347,139228.4
10,SS,1280,319470.6
10,SS,1256,18206.41
10,SS,1312,23621.53
10,SS,1326,14217.82
10,SS,1564,82471.55
10,SS,1373,25808.62
10,SS,1417,55310.45
10,SS,1468,37137.93
10,SS,1376,22393.07
10,MM,1828,132682.47
10,MM,1641,57841.65
10,MM,2276,161409.17
10,MM,1274,4317.45
11,GG,1265,53393.9
11,GG,1244,19342.9
11,GG,1245,29370
11,GG,1257,30775.5
11,GG,1266,39469.2
11,GG,1235,1284.08
11,GG,1266,35224.98
11,JJ,1238,2436
11,JJ,1401,90668.5
11,JJ,1460,209636
11,JJ,1684,92463.94
11,JJ,1533,35063.42
11,JJ,1473,56580.02
11,JJ,1434,23959.85
11,JJ,1605,26830.25
11,JJ,1411,20067.92
11,JJ,1474,48714.48
11,JJ,1469,112214.99
11,JJ,1906,617795.64
11,JJ,1575,97967.82
11,JJ,1273,10666.6
11,SS,1243,2695.8
11,SS,1499,24635.16
11,SS,1661,38380.71
11,SS,1617,72652.44
11,SS,1672,37817.92
11,SS,1327,13817.08
11,SS,1425,79188.36
11,SS,1485,39705.38
11,SS,1249,3009.2
11,SS,1238,2457.36
11,SS,1406,31393.72
11,SS,1280,222588.19
11,SS,1254,25944.98
11,SS,1516,104190.75
11,SS,1567,104816.73
11,SS,1299,29922.8
11,SS,1344,30719.33
11,SS,1597,144440.96
11,SS,1339,76147.85
11,SS,2572,465150.35
11,SS,1280,32382.1
11,SS,3327,694810.09
11,SS,1279,99394
11,SS,1250,23704.3
11,SS,1343,101924.9
11,SS,1317,113180.83
11,SS,1334,39811.61
11,SS,1366,43215.95
11,SS,1288,13192.76
11,SS,1469,199646.44
11,MM,1336,27681.19
11,MM,1629,110429.42
11,MM,3039,468486.69
11,MM,1932,102153.31
11,MM,1321,9515.35
11,MM,1849,75129.02
11,MM,1675,76323.71
11,MM,3388,806136.47
12,GG,1280,93891.2
12,GG,1249,4026.05
12,GG,1315,19543.34
12,GG,1250,15688
12,JJ,1260,54607.9
12,JJ,1294,124809.55
12,JJ,1308,208097
12,JJ,1237,4692
12,JJ,1278,92447.4
12,JJ,1849,79917.82
12,JJ,2003,117246.25
12,JJ,1990,43708.25
12,JJ,1908,151755.06
12,JJ,1345,15975.83
12,JJ,1351,7036.81
12,JJ,1241,2843.33
12,JJ,2067,741773.38
12,JJ,1251,17183.4
12,JJ,1463,95800.02
12,JJ,1488,63472.15
12,JJ,1595,262521.61
12,JJ,1281,14987.56
12,SS,1520,46673.04
12,SS,1348,12821.61
12,SS,1539,88610.41
12,SS,1607,128154.08
12,SS,1239,2002.3
12,SS,1235,1358.2
12,SS,1308,14298.44
12,SS,1349,20426.61
12,SS,1251,6857.93
12,SS,1840,151703.18
12,SS,1320,19468.9
12,SS,1559,65102.35
12,SS,1369,127251.4
12,SS,1973,285065.9
12,SS,2471,316087.31
12,SS,1423,209667.32
12,SS,1351,88766.3
12,SS,1442,265559.9
12,SS,1313,402885.4
12,SS,1274,17588.55
12,SS,1409,49023.67
12,SS,1384,28812.93
12,SS,1933,184769.12
12,SS,1498,61695.68
12,SS,1609,118988.68
12,SS,1621,56081.44
12,SS,1472,41835.61
12,MM,2629,316803.86
12,MM,2132,126592.93
12,MM,3413,357445.53
12,MM,1367,13038.72
13,GG,1278,60424.1
13,GG,1264,35320.02
13,GG,1251,28145
13,GG,1308,174076
13,GG,1296,87414.85
13,GG,1304,68893.49
13,JJ,1254,12731.5
13,JJ,1711,317867.48
13,JJ,1797,503004.95
13,JJ,1235,1584
13,JJ,2407,254305.44
13,JJ,1946,94558.75
13,JJ,1790,135824.7
13,JJ,1690,64027.22
13,JJ,2072,58664.47
13,JJ,1608,55270.29
13,JJ,1809,142100.9
13,JJ,1800,279491.44
13,JJ,2977,1681020.35
13,JJ,2336,390688.04
13,JJ,1349,34905.68
13,SS,1248,3357
13,SS,1896,62686
13,SS,2089,77987.71
13,SS,2481,190236.74
13,SS,2241,88819.9
13,SS,1492,35800.36
13,SS,1685,163854.74
13,SS,1917,103697.63
13,SS,1255,4484.5
13,SS,1251,4398.95
13,SS,1701,95208.4
13,SS,1409,1282955.64
13,SS,1268,32778.72
13,SS,1978,267668.79
13,SS,1987,231940.41
13,SS,1595,125058.8
13,SS,1464,65409.85
13,SS,2194,393158.36
13,SS,1569,303975.07
13,SS,4479,1251240.01
13,SS,1355,71927.7
13,SS,7319,1920279.32
13,SS,1363,169130.12
13,SS,1264,12581.3
13,SS,1510,258015.2
13,SS,1479,271609.8
13,SS,1512,93960.22
13,SS,1539,97755.91
13,SS,1409,38146.93
13,SS,1844,490193.14
13,MM,1453,51731.59
13,MM,2448,359671.48
13,MM,7484,1449542.84
13,MM,3463,327655.94
13,MM,1434,18470.69
13,MM,3414,252671.55
13,MM,2605,215101.94
13,MM,9038,2814207.22
14,GG,1326,231638.3
14,GG,1269,8676.16
14,GG,1558,79384.87
14,GG,1262,25436
14,JJ,1287,125100.8
14,JJ,1386,248100.26
14,JJ,1460,615741.65
14,JJ,1257,19439.3
14,JJ,1417,362602.17
14,JJ,2717,174497
14,JJ,3394,329235.31
14,JJ,3318,123712.46
14,JJ,2944,344681.6
14,JJ,1547,49276.26
14,JJ,1585,21806.93
14,JJ,1245,3527.1
14,JJ,3360,2084010.15
14,JJ,1290,70926.4
14,JJ,1836,255011.31
14,JJ,1874,151553.4
14,JJ,2234,722671.71
14,JJ,1361,49590.48
14,SS,1935,102087.29
14,SS,1513,28635.08
14,SS,1922,176597.5
14,SS,2284,314388.78
14,SS,1237,1966.55
14,SS,1492,51293.78
14,SS,1543,56625.39
14,SS,1294,29269.29
14,SS,1235,2657
14,SS,2789,247575.04
14,SS,1405,42588
14,SS,2159,209337.65
14,SS,1659,391985.6
14,SS,3026,656538.82
14,SS,4267,764703.42
14,SS,1764,540774.19
14,SS,1472,179054.1
14,SS,1764,637382.7
14,SS,1444,1013453.6
14,SS,1319,48696.61
14,SS,1706,139019.25
14,SS,1628,69981.94
14,SS,3230,540000.81
14,SS,1883,138338.53
14,SS,2170,301465.62
14,SS,2167,149209.52
14,SS,1922,116307.55
14,MM,5634,995006.44
14,MM,3903,587988.06
14,MM,7558,1124080.78
14,MM,1512,24808.1
15,GG,1314,93563
15,GG,1286,62488.58
15,GG,1265,84292.4
15,GG,1365,268551
15,GG,1362,186856.55
15,GG,1235,1301.64
15,GG,1319,85308.64
15,JJ,1284,21896.19
15,JJ,2112,477724.81
15,JJ,2250,897774.97
15,JJ,3212,378567.37
15,JJ,2477,171887.99
15,JJ,2387,260545.64
15,JJ,2235,109401.1
15,JJ,3106,127244.61
15,JJ,2021,103120.21
15,JJ,2221,306298.75
15,JJ,2212,533578.6
15,JJ,3927,2321321.38
15,JJ,2986,611818.54
15,JJ,1495,92678.86
15,SS,1254,4657
15,SS,2392,100821.33
15,SS,2819,138739.55
15,SS,3345,328958.02
15,SS,3474,181664.46
15,SS,1848,79930.81
15,SS,1994,291124.04
15,SS,2280,162054.14
15,SS,1278,7035.98
15,SS,1252,4110.06
15,SS,2064,156663.37
15,SS,1517,1568548.18
15,SS,1302,83092.04
15,SS,2542,484650.69
15,SS,2767,440809.7
15,SS,1750,167804.51
15,SS,1676,95494.04
15,SS,2998,632048.6
15,SS,1791,424321.11
15,SS,6273,1859166.17
15,SS,1235,1434
15,SS,1427,95883.6
15,SS,11317,3192042.2
15,SS,1472,279581.9
15,SS,1287,106004.65
15,SS,1647,385161.7
15,SS,1236,1208
15,SS,1572,353415
15,SS,1681,137195.43
15,SS,1733,179762.2
15,SS,1550,66483.38
15,SS,2232,786414.18
15,MM,1739,107364.69
15,MM,4047,750633.57
15,MM,12085,2398118.78
15,MM,4909,539685.22
15,MM,1666,40460.36
15,MM,4708,387910.31
15,MM,4643,492809.6
15,MM,15487,4899053.46
16,GG,1369,285237.1
16,GG,1297,20408.88
16,GG,1664,100551.38
16,GG,1301,33803
16,JJ,1306,310671.29
16,JJ,1439,407404.11
16,JJ,1452,601561
16,JJ,1252,22380.99
16,JJ,1418,415860.54
16,JJ,3356,201330.96
16,JJ,4199,450058.99
16,JJ,4319,163938.74
16,JJ,3669,410100.96
16,JJ,1802,73287.21
16,JJ,1789,34588.58
16,JJ,1256,3603.67
16,JJ,3520,2010748.74
16,JJ,1303,74950.45
16,JJ,1958,313660.81
16,JJ,2011,177587.19
16,JJ,2145,664121.74
16,JJ,1407,57816.23
16,SS,2007,109290.27
16,SS,1665,42207.21
16,SS,2037,210949.51
16,SS,2371,347520.61
16,SS,1253,6410.7
16,SS,1236,1496
16,SS,1579,58698.71
16,SS,1716,79361.21
16,SS,1322,31197.52
16,SS,3806,407717.9
16,SS,1495,65114.3
16,SS,2561,247991.89
16,SS,1659,312758.6
16,SS,3263,626897.91
16,SS,4366,765705.01
16,SS,1859,636619.82
16,SS,1460,200976.24
16,SS,1800,701653.95
16,SS,1433,1109000
16,SS,1336,40248.49
16,SS,1813,159831.64
16,SS,1756,87279.57
16,SS,3364,550488.4
16,SS,2042,165493.78
16,SS,2250,301176.77
16,SS,2559,180913.61
16,SS,2225,148741.23
16,MM,5604,925294.07
16,MM,4024,432548.69
16,MM,8200,1132895.59
16,MM,1622,34771.14
17,GG,1412,231382.96
17,GG,1299,93227.7
17,GG,1274,75668.2
17,GG,1324,217146.8
17,GG,1369,180765.85
17,GG,1235,1267.82
17,GG,1423,176409.54
17,JJ,1320,194844.97
17,JJ,2284,422189.03
17,JJ,2246,844549.53
17,JJ,1247,117214.75
17,JJ,3629,438200.02
17,JJ,2818,214715.8
17,JJ,2580,284398.25
17,JJ,2734,169597.38
17,JJ,3735,170650.36
17,JJ,2371,144431.6
17,JJ,2497,336062.54
17,JJ,2264,450482.74
17,JJ,3631,1858123.13
17,JJ,2920,529101.75
17,JJ,1503,86254.74
17,SS,1265,7756.7
17,SS,2572,114227.99
17,SS,3071,159939.35
17,SS,3014,317495.62
17,SS,4318,248638.64
17,SS,1983,91285.72
17,SS,2028,296631.15
17,SS,2256,161938.76
17,SS,1315,14926.44
17,SS,1262,5846.68
17,SS,2403,184916.04
17,SS,1572,1721669.83
17,SS,1367,294770.1
17,SS,2517,418613.4
17,SS,2541,384485.03
17,SS,1554,145121.54
17,SS,1750,108239.17
17,SS,3332,902010.91
17,SS,1933,401261.57
17,SS,6024,1560734.7
17,SS,1235,1413
17,SS,1512,139888.2
17,SS,10001,2900406.93
17,SS,1439,263399.7
17,SS,1292,106244
17,SS,1718,424987
17,SS,1235,1234
17,SS,1581,284877.02
17,SS,1651,124187.89
17,SS,1732,155391.21
17,SS,1567,62620.27
17,SS,1927,539456.65
17,MM,1832,126071.08
17,MM,4479,723801.47
17,MM,9940,1909810.25
17,MM,4174,489943.64
17,MM,1880,53370.92
17,MM,4527,354544.23
17,MM,5729,547883.89
17,MM,13408,4216873.12
18,GG,1236,8144
18,GG,1356,256746.7
18,GG,1289,13306.46
18,GG,1783,128706.56
18,GG,1322,50601
18,JJ,1358,486999.48
18,JJ,1641,837397.57
18,JJ,1512,747333.86
18,JJ,1274,84622.06
18,JJ,1516,621089.25
18,JJ,4277,284247.65
18,JJ,5092,587067.62
18,JJ,5496,282052.3
18,JJ,4678,749666.19
18,JJ,2100,110603.62
18,JJ,1998,46781.21
18,JJ,1244,2968.9
18,JJ,3725,2097979.64
18,JJ,1365,156985.51
18,JJ,2279,512123.96
18,JJ,2511,398825.13
18,JJ,2328,664562.18
18,JJ,1457,67289.08
18,SS,2128,170379
18,SS,1893,66972.5
18,SS,2223,249098.07
18,SS,2484,348501.54
18,SS,1262,11704.3
18,SS,1236,1641.2
18,SS,1614,63703.66
18,SS,1947,108466.6
18,SS,1377,57239.07
18,SS,4945,575958.04
18,SS,1531,73695.92
18,SS,2987,351464.53
18,SS,1737,450920
18,SS,3585,666885.23
18,SS,3843,694322.43
18,SS,2114,921130.54
18,SS,1499,217014.16
18,SS,1745,591427.6
18,SS,1420,1084215.9
18,SS,1363,27556.23
18,SS,1754,134423.82
18,SS,1852,105987.95
18,SS,3319,533986.34
18,SS,2061,167153.48
18,SS,2293,313021.53
18,SS,3043,279777.32
18,SS,2363,170134.74
18,MM,5409,837443.7
18,MM,3860,430052.08
18,MM,9218,1160626.96
18,MM,1594,29854.03
19,GG,1411,200339.53
19,GG,1300,74300.58
19,GG,1275,93030
19,GG,1319,171488.8
19,GG,1412,206446.75
19,GG,1412,180451.96
19,JJ,1425,372245.77
19,JJ,2795,637599.44
19,JJ,2471,804475.66
19,JJ,1299,819216.66
19,JJ,4053,543346.83
19,JJ,3562,295877.32
19,JJ,2962,384220.12
19,JJ,3540,290359.65
19,JJ,4620,248362.79
19,JJ,2812,201916.89
19,JJ,2870,490803.37
19,JJ,1236,1274
19,JJ,2547,481044.34
19,JJ,3607,1747770.65
19,JJ,3093,560596.38
19,JJ,1625,152881.19
19,SS,1273,10506
19,SS,3015,193974.63
19,SS,3406,295632.51
19,SS,3214,367287.76
19,SS,4864,318943.07
19,SS,2087,106401.77
19,SS,2227,339217.82
19,SS,2557,231169.76
19,SS,1356,27357.94
19,SS,1265,6038.64
19,SS,2633,216333.22
19,SS,1612,2203562.99
19,SS,1348,165349.73
