时段,部门,成交单量,成交金额
22,SS,2076,105289.79
22,SS,2645,443558.82
22,SS,2977,304479.65
22,SS,1356,31412.93
22,SS,1269,9896.49
22,SS,2895,249656.05
22,SS,1773,3194623.33
22,SS,1404,289762.84
22,SS,2445,485544.81
22,SS,2552,337771.19
22,SS,1427,114780.47
22,SS,1901,141790.05
22,SS,3783,1228208.07
22,SS,2048,537658.35
22,SS,6614,1376515.96
22,SS,1235,1439.6
22,SS,1554,138296.83
22,SS,9660,3123549.43
22,SS,1471,341160.4
22,SS,1398,234059.36
22,SS,1439,166616.7
22,SS,1573,214495.2
22,SS,1607,117088.3
22,SS,1863,279176.42
22,SS,1497,50696.2
22,SS,1619,274968.19
22,MM,2930,340244.48
22,MM,5702,897915.35
22,MM,6990,1520617.78
22,MM,3736,368366.03
22,MM,2275,98834.2
22,MM,4449,369998.57
22,MM,3126,296162.15
22,MM,8306,2429164.57
23,GG,1345,198450.98
23,GG,1243,1806
23,GG,1331,57586.85
23,GG,1807,138287.7
23,GG,1319,37495
23,JJ,1529,2289852.21
23,JJ,2142,1250558.81
23,JJ,1676,1457815.22
23,JJ,1311,354349.99
23,JJ,1750,827588.06
23,JJ,5280,349295.35
23,JJ,4972,514619.56
23,JJ,5716,452913.23
23,JJ,4497,663764.67
23,JJ,2254,126828.48
23,JJ,2114,61406.1
23,JJ,1244,4245.9
23,JJ,3886,2339369.5
23,JJ,1577,612867.36
23,JJ,2724,647525.71
23,JJ,2593,551504.62
23,JJ,2132,536857.57
23,JJ,1494,57394.85
23,SS,2002,102442.87
23,SS,2423,173543.73
23,SS,2872,348014.98
23,SS,3023,462249.38
23,SS,1290,18473.6
23,SS,1605,68214.86
23,SS,2521,207505.83
23,SS,1235,3364
23,SS,1406,63756.11
23,SS,1235,2467
23,SS,8742,1820818.1
23,SS,1527,66871.57
23,SS,2676,287177.15
23,SS,1632,207496.8
23,SS,2999,455563.28
23,SS,3067,497440.4
23,SS,2005,687512.69
23,SS,1710,277271.97
23,SS,1573,408530.91
23,SS,1389,995507.7
23,SS,1395,26157.2
23,SS,1732,122487.15
23,SS,2029,151401.31
23,SS,2527,341559.71
23,SS,1924,125489.22
23,SS,2394,349042.7
23,SS,4173,484060.82
23,SS,2377,176136.4
23,MM,4041,458716.84
23,MM,3203,252789
23,MM,10165,1198514.75
23,MM,1629,32938.29
24,GG,1343,196762
24,GG,1273,60888.5
24,GG,1271,88940.5
24,GG,1310,180519.2
24,GG,1405,195547.85
24,GG,1547,375422.37
24,JJ,1608,305038.78
24,JJ,3129,734525.74
24,JJ,2192,638971.6
24,JJ,1328,932979.93
24,JJ,3662,590233.98
24,JJ,3811,374457.28
24,JJ,2894,343390.51
24,JJ,3978,361188.46
24,JJ,3742,181402.37
24,JJ,3342,418836.7
24,JJ,2969,491724.34
24,JJ,1237,1459
24,JJ,2572,735073.79
24,JJ,2893,1340661.63
24,JJ,2506,367334.89
24,JJ,1632,5382292.58
24,SS,1264,8942
24,SS,3211,285949.36
24,SS,3283,267405.02
24,SS,2658,258605.27
24,SS,4005,221521.68
24,SS,1894,80682.64
24,SS,2476,328437.11
24,SS,2780,265270.9
24,SS,1354,21323.22
24,SS,1260,9715.16
24,SS,2729,255998.85
24,SS,1714,2953216.43
24,SS,1340,369018.83
24,SS,2332,356022.93
24,SS,2359,293982.54
24,SS,1388,63620.41
24,SS,1759,95536.45
24,SS,3402,993008.62
24,SS,1901,614618.03
24,SS,5635,1114472.17
24,SS,1236,2694.6
24,SS,1455,116487.04
24,SS,8080,2261951.58
24,SS,1400,234828.4
24,SS,1429,267949.72
24,SS,1377,108824.1
24,SS,1237,1161
24,SS,1471,83124.42
24,SS,1578,121431.23
24,SS,1758,186892.03
24,SS,1411,33404.36
24,SS,1527,222518.44
24,MM,2509,291259.61
24,MM,4831,681742.9
24,MM,5485,1711347.7
24,MM,3144,268865.3
24,MM,2294,94525.12
24,MM,3584,294201.54
24,MM,2665,210113.45
24,MM,6279,1734861.37
25,GG,1334,170372.5
25,GG,1237,1578
25,GG,1295,22449.05
25,GG,1623,92033.82
25,GG,1310,42764
25,JJ,1480,1712974.31
25,JJ,2035,873725.44
25,JJ,1489,900072.95
25,JJ,1279,111740.64
25,JJ,1595,487929.01
25,JJ,4442,253324.42
25,JJ,6915,845073.3
25,JJ,4395,176960.08
25,JJ,3851,565662.28
25,JJ,1980,95394.73
25,JJ,1875,45128.59
25,JJ,1245,4740
25,JJ,3350,1674142.89
25,JJ,1532,491766.47
25,JJ,2583,532278.18
25,JJ,2145,147626.11
25,JJ,1236,2437
25,JJ,1879,488577.42
25,JJ,1438,60399.87
25,SS,1912,86895.63
25,SS,2204,186612.48
25,SS,2496,269066.1
25,SS,2544,341658.17
25,SS,1263,10684.25
25,SS,1235,1242
25,SS,1577,71185.33
25,SS,2105,194997.59
25,SS,1235,1410
25,SS,1358,49583.36
25,SS,7855,2018003.2
25,SS,1590,90558.84
25,SS,2413,207543.58
25,SS,1532,184513.66
25,SS,2680,313478.64
25,SS,2744,401993.87
25,SS,2042,632435.82
25,SS,1643,205148.75
25,SS,1622,473701.89
25,SS,1367,862750.8
25,SS,1379,39199.89
25,SS,1570,95020.86
25,SS,2000,162208.65
25,SS,2305,311878.44
25,SS,1766,89289.82
25,SS,2130,277038.52
25,SS,4013,398294.15
25,SS,2169,142383.24
25,MM,3269,328441.2
25,MM,2901,221335.15
25,MM,9572,1231815.8
25,MM,1567,26670.57
26,OTHER,1235,1313
26,GG,1352,129721.2
26,GG,1271,53589.52
26,GG,1260,91517
26,GG,1296,181717.35
26,GG,1397,212059.9
26,GG,1482,338989.37
26,JJ,1616,180297.9
26,JJ,3035,618865.06
26,JJ,2251,484660.76
26,JJ,1263,218642.51
26,JJ,3826,369642.58
26,JJ,3696,304303.34
26,JJ,3097,364667.49
26,JJ,3990,324601.77
26,JJ,3697,157017.05
26,JJ,3083,241847.57
26,JJ,2994,687133.24
26,JJ,1238,1390
26,JJ,2311,855992.93
26,JJ,2736,1071830.64
26,JJ,2468,345962.75
26,JJ,1645,219671.9
26,SS,1284,9819
26,SS,3335,342423.47
26,SS,3708,218529.58
26,SS,2695,261021.97
26,SS,4155,225776.96
26,SS,1948,84938.04
26,SS,2617,292173.34
26,SS,2707,245218.63
26,SS,1352,18085.14
26,SS,1266,5757.06
26,SS,2756,231945.24
26,SS,1744,4203675.17
26,SS,1331,729425.07
26,SS,2206,343768.99
26,SS,2335,283286.81
26,SS,1402,90807.62
26,SS,1778,98997.29
26,SS,3396,901918.88
26,SS,1911,357194.12
26,SS,6167,1115589.38
26,SS,1235,1764.39
26,SS,1447,112903.88
26,SS,8388,2195123.26
26,SS,1424,270734.7
26,SS,1379,200178.92
26,SS,1365,100051.8
26,SS,1479,91897.4
26,SS,1561,78924.28
26,SS,1824,122822
26,SS,1444,40610
26,SS,1646,334735.84
26,MM,2526,289332.11
26,MM,4735,668063.23
26,MM,5369,923492.91
26,MM,3370,315362.9
26,MM,2294,91031.02
26,MM,4205,469097.57
26,MM,2636,192469.95
26,MM,6661,1857257.74
27,GG,1236,1350
27,GG,1300,147099.5
27,GG,1236,1410
27,GG,1306,24268.17
27,GG,1610,96889.97
27,GG,1330,57454
27,JJ,1535,2169380.34
27,JJ,2156,860988.32
27,JJ,1466,654531.38
27,JJ,1265,49816.6
27,JJ,1664,511398.34
27,JJ,4786,264301.78
27,JJ,4737,431537.06
27,JJ,4640,202094.98
27,JJ,4093,530003.06
27,JJ,2040,101544.96
27,JJ,2029,51970.6
27,JJ,1237,2717.1
27,JJ,3344,1533247.86
27,JJ,1536,401955.66
27,JJ,2639,553731.18
27,JJ,2224,206488.44
27,JJ,1873,393403.46
27,JJ,1425,51409.97
27,SS,1883,92897.58
27,SS,2384,140316.15
27,SS,2755,294291.65
27,SS,2801,401390.25
27,SS,1254,10622.9
27,SS,1543,60086.18
27,SS,2285,267539.69
27,SS,1238,3509.44
27,SS,1356,48781.7
27,SS,1235,2657
27,SS,8456,2329376.03
27,SS,1581,81861.89
27,SS,2383,222691.87
27,SS,1516,157664.3
27,SS,2755,320181.22
27,SS,2596,336357.48
27,SS,1984,603963.12
27,SS,1672,209964.98
27,SS,1508,338911.16
27,SS,1341,637240
27,SS,1436,46515.1
27,SS,1604,84460.77
27,SS,1992,157760.09
27,SS,2272,260151.95
27,SS,1825,88213.1
27,SS,2177,236342.71
27,SS,4028,385324.1
27,SS,2174,137359.87
27,MM,3393,2331299.38
27,MM,2991,241063.49
27,MM,9271,1003973.94
27,MM,1595,29265.06
28,OTHER,1235,1373
28,GG,1354,180078.5
28,GG,1261,38047.02
28,GG,1263,78304.2
28,GG,1290,135814.2
28,GG,1372,163766.6
28,GG,1235,1301.64
28,GG,1415,200934.64
28,JJ,1641,240015.69
28,JJ,3147,590397.72
28,JJ,2092,584553.35
28,JJ,1318,1018677.48
28,JJ,3697,390981.95
28,JJ,3662,310773.48
28,JJ,2934,557425.29
28,JJ,3847,332108.41
28,JJ,3593,150117.85
28,JJ,3245,464231.77
28,JJ,2849,413055.96
28,JJ,1236,1434
28,JJ,2218,372934.62
28,JJ,2606,917696.33
28,JJ,2360,309534.7
28,JJ,1689,363560.13
28,SS,1260,5874
28,SS,3246,277452.12
28,SS,3591,307859.85
28,SS,2526,221497.4
28,SS,3838,204697.24
28,SS,1906,77214.59
28,SS,2719,368528.6
28,SS,2707,335686.04
28,SS,1355,19519.7
28,SS,1256,4569
28,SS,2611,220030.37
28,SS,1662,3766153.69
28,SS,1311,119863.42
28,SS,2185,511404.29
28,SS,2174,278878.11
28,SS,1335,54985.89
28,SS,1720,91586.81
28,SS,3183,839408.25
28,SS,1816,441256.44
28,SS,6152,1091375.53
28,SS,1235,1483.3
28,SS,1401,80400.4
28,SS,6979,1857821.22
28,SS,1376,186629.5
28,SS,1391,213563.21
28,SS,1346,85924.5
28,SS,1447,77151.6
28,SS,1485,128999.16
28,SS,1679,123963.79
28,SS,1391,33095.79
28,SS,1461,156621.09
28,MM,2275,227629.42
28,MM,4291,562674.2
28,MM,4902,1011906.1
28,MM,2960,248291.91
28,MM,2297,89950.15
28,MM,3612,261083.84
28,MM,2429,170890.1
28,MM,5603,1538619.93
29,GG,1235,1934
29,GG,1298,192634.7
29,GG,1250,2172
29,GG,1291,18898.27
29,GG,1585,84858.43
29,GG,1413,74031
29,JJ,1564,2442196.8
29,JJ,2971,1136379.42
29,JJ,1464,889414.6
29,JJ,1301,137637.72
29,JJ,1714,576679.4
29,JJ,4897,391358.2
29,JJ,4579,501973.07
29,JJ,4427,170506.76
29,JJ,3735,489445.39
29,JJ,1990,114220.31
29,JJ,1958,61060.16
29,JJ,1244,5093.21
29,JJ,3385,1600040.97
29,JJ,1528,497213.7
29,JJ,2654,560788.47
29,JJ,2453,294993.1
29,JJ,1866,355332.02
29,JJ,1453,38525.06
29,SS,1885,125550.17
29,SS,2330,239462.58
29,SS,2816,343422.43
29,SS,2757,386612.42
29,SS,1254,6378.45
29,SS,1235,1358.2
29,SS,1558,61778.85
29,SS,2244,275371.04
29,SS,1235,5033
29,SS,1363,42633.01
29,SS,8776,2610361.41
29,SS,1567,76012.1
29,SS,2331,199914.48
29,SS,1550,241325.7
29,SS,2691,280433.4
29,SS,2505,360395.41
29,SS,1949,630278.07
29,SS,1808,323220.35
29,SS,1456,269051.65
29,SS,1328,472121.2
29,SS,1384,29221
29,SS,1556,82249.01
29,SS,2002,246425.08
29,SS,2152,253840.01
29,SS,1809,108278.26
29,SS,2167,251067.19
29,SS,4347,590281.28
29,SS,2104,132153.29
29,MM,3078,283125.22
29,MM,2819,240705.66
29,MM,9146,2259602.56
29,MM,1532,23337.27
30,GG,1347,154927
30,GG,1266,38819.1
30,GG,1262,96001
30,GG,1310,145278.6
30,GG,1375,148111.9
30,GG,1236,1451.11
30,GG,1453,367070.89
30,JJ,1663,239849.4
30,JJ,3084,650715.27
30,JJ,2122,535458.01
30,JJ,1302,147243.89
30,JJ,3502,425413.93
30,JJ,3624,324519.95
30,JJ,2906,360231.43
30,JJ,3909,343221.71
30,JJ,3501,170567.72
30,JJ,3269,301899.91
30,JJ,3096,470738.19
30,JJ,1237,1454
30,JJ,2421,824639.52
30,JJ,2508,801558.7
30,JJ,2291,298692.95
30,JJ,1610,3632083.47
30,SS,1275,9825
30,SS,3251,344193.95
30,SS,3327,334643.61
30,SS,2469,212315.11
30,SS,3890,229729.04
30,SS,1778,145527.23
30,SS,2660,333905.97
30,SS,2744,288086.61
30,SS,1352,21901.22
30,SS,1254,4546.74
30,SS,2643,212679.21
30,SS,1609,5844478.27
30,SS,1328,221847.8
30,SS,2199,845950.16
30,SS,2119,284253.05
30,SS,1351,39477.65
30,SS,1682,96795.43
30,SS,3122,884187.96
30,SS,1841,387506.4
30,SS,5475,983852.95
30,SS,1384,62503.73
30,SS,6812,2203311.82
30,SS,1391,213964.4
30,SS,1435,294745.29
30,SS,1350,93027.4
30,SS,1466,57117.2
30,SS,1495,72958.98
30,SS,1628,156328.73
30,SS,1367,26159.69
30,SS,1432,132855.23
30,MM,2140,214190.88
30,MM,3989,504252.15
30,MM,4866,996204.3
30,MM,2841,237972.6
30,MM,2260,89602.32
30,MM,3275,222243.05
30,MM,2453,173472.34
30,MM,4938,1515394.82
31,OTHER,1235,1333.9
31,GG,1294,181366
31,GG,1246,2098
31,GG,1302,14240.7
31,GG,1545,79018.55
31,GG,1356,49588
31,JJ,1539,3005265.9
31,JJ,2382,1560053.02
31,JJ,1451,832655.44
31,JJ,1339,619767.14
31,JJ,1849,705673.14
31,JJ,4683,271185.96
31,JJ,4026,570189.49
31,JJ,4328,193222.61
31,JJ,3728,661916.7
31,JJ,2731,92705.79
31,JJ,1938,61807.3
31,JJ,1254,10726
31,JJ,3534,1391191.79
31,JJ,1571,349073.72
31,JJ,2551,486505.2
31,JJ,2462,321030.91
31,JJ,1857,345891.97
31,JJ,1459,58108.87
31,SS,1855,225813.38
31,SS,2273,128543.82
31,SS,2744,315051.57
31,SS,2783,388803.62
31,SS,1267,12870.25
31,SS,1238,2122.4
31,SS,1556,53681.68
31,SS,2327,270023.09
31,SS,1367,58167.08
31,SS,8392,2837569.51
31,SS,1497,59493.95
31,SS,1235,1732
31,SS,2290,190029.1
31,SS,1502,403519.95
31,SS,2562,290479.02
31,SS,2288,284747.33
31,SS,1868,595246.68
31,SS,1736,260751.41
31,SS,1445,254942.8
31,SS,1303,416913.8
31,SS,1430,28479.2
31,SS,1488,59774.59
31,SS,1976,126970.31
31,SS,2149,425546.56
31,SS,1782,90214.17
31,SS,2100,224748.75
31,SS,4431,424044.52
31,SS,2076,121253.38
31,MM,4005,504982.82
31,MM,2750,226493.68
31,MM,9091,1798507.51
31,MM,1560,24066.63
32,GG,1346,143897.86
32,GG,1246,38903.48
32,GG,1264,67516.93
32,GG,1280,96195.8
32,GG,1369,156761.35
32,GG,1235,1267.82
32,GG,1456,265545.01
32,JJ,1636,289749.29
32,JJ,2966,576544.84
32,JJ,2093,532997.49
32,JJ,1349,400465.81
32,JJ,3332,362846.54
32,JJ,3594,303262.75
32,JJ,2820,416932.99
32,JJ,3954,366524.71
32,JJ,3540,165042.8
32,JJ,3188,296047.52
32,JJ,2897,492950.04
32,JJ,1236,1884
32,JJ,2602,686825.86
32,JJ,2350,682132.36
32,JJ,2321,392155.74
32,JJ,1693,522908.05
32,SS,1266,6823.3
32,SS,3271,388968.93
32,SS,3289,493961.29
32,SS,2361,196373.11
32,SS,3724,206082.12
32,SS,1767,60215.06
32,SS,2507,291343.81
32,SS,2679,273900.31
32,SS,1332,16297.08
32,SS,1260,5894.24
32,SS,2566,212839.33
32,SS,1518,933573.47
32,SS,1319,176299.39
32,SS,2040,384190.54
32,SS,2108,341623.72
32,SS,1346,43696.88
32,SS,1801,108306.63
32,SS,2898,777890.65
32,SS,1805,462083.5
32,SS,5248,901997.56
32,SS,1236,1763.3
32,SS,1426,293272.89
32,SS,6724,1847234.03
32,SS,1366,138359.3
32,SS,1390,188524.35
32,SS,1327,73381
32,SS,1415,63919.8
32,SS,1512,73759.99
32,SS,1660,210321.38
32,SS,1387,30050.43
32,SS,1425,146141.99
32,MM,2245,200940.88
32,MM,3605,449943.17
32,MM,4898,971241.49
32,MM,2686,292143.87
32,MM,2244,98701.43
32,MM,3196,224148.16
32,MM,2274,164196.08
32,MM,4470,1193422.13
33,GG,1235,1379
33,GG,1296,143854.2
33,GG,1248,1694
33,GG,1293,17509.94
33,GG,1564,83639.36
33,GG,1353,55042
33,JJ,1537,3015962.19
33,JJ,2284,1329953.3
33,JJ,1509,932410.1
33,JJ,1335,473025.32
33,JJ,1734,865003.24
33,JJ,4611,298768.72
33,JJ,4797,729601.32
33,JJ,4615,201228.41
33,JJ,3750,544500.05
33,JJ,2018,116031.81
33,JJ,1910,49311.25
33,JJ,1259,51480.9
33,JJ,3621,1975100.01
33,JJ,1693,878413.03
33,JJ,3481,585312.88
33,JJ,2668,455199.68
33,JJ,1984,463641.94
33,JJ,1472,54228.43
33,SS,1902,139570.41
33,SS,2136,233696.08
33,SS,2945,419729.39
33,SS,2667,377017.32
33,SS,1266,12990.84
33,SS,1237,1648.6
33,SS,1567,64252.42
33,SS,2291,307084.11
33,SS,1351,54669.3
33,SS,7609,2381178.42
33,SS,1492,58576.19
33,SS,2338,184097.74
33,SS,1580,286023.4
33,SS,2492,401428.86
33,SS,2310,311162.58
33,SS,1945,629848.13
33,SS,1684,297758.34
33,SS,1640,458523.5
33,SS,1315,479236.4
33,SS,1534,44089.54
33,SS,1560,72945.62
33,SS,2008,156422.32
33,SS,2138,222609.02
33,SS,1772,90188.23
33,SS,2012,202010.27
33,SS,3963,602096.34
33,SS,2208,157157.87
33,MM,3113,1445748.15
33,MM,2653,214605.26
33,MM,8054,1596478.71
33,MM,1539,25950.18
33,MM,1235,1443
34,GG,1365,132848.03
34,GG,1266,39611.42
34,GG,1260,45922
34,GG,1277,91216.35
34,GG,1351,126887.55
34,GG,1426,231405.46
34,JJ,1548,205252.65
34,JJ,2701,610649.36
34,JJ,2048,416532.01
34,JJ,1327,775249.16
34,JJ,3261,339814.76
34,JJ,3396,264162.79
34,JJ,2602,362121.39
34,JJ,3963,340116.08
34,JJ,3685,193250.31
34,JJ,2931,348743.87
34,JJ,2831,545749.97
34,JJ,2526,425355.2
34,JJ,2406,747210.51
34,JJ,2379,309095.53
34,JJ,1629,2627619.37
34,SS,1265,8618.9
34,SS,3017,712573.29
34,SS,3014,417226.35
34,SS,2301,193450.18
34,SS,3612,589560.31
34,SS,1741,60925.91
34,SS,2379,489390.15
34,SS,2530,408859.46
34,SS,1355,23127.82
34,SS,1253,4296.23
34,SS,2479,203350.83
34,SS,1501,666019.86
34,SS,1359,1563199.3
34,SS,2023,997251.72
34,SS,1982,202066.27
34,SS,1350,46904.52
34,SS,1821,125991.72
34,SS,3095,609680.8
34,SS,1819,639557.99
34,SS,4658,862164.21
34,SS,1394,85254.53
34,SS,6207,1593158.34
34,SS,1401,220832.3
34,SS,1371,293357.47
34,SS,1323,72170.44
34,SS,1235,1208
34,SS,1456,82222.5
34,SS,1451,61133.42
34,SS,1597,163407.17
34,SS,1360,24956.98
34,SS,1396,115648.12
34,MM,2511,285651.25
34,MM,3611,439799.97
34,MM,4281,845092.05
34,MM,2453,181532.69
34,MM,2112,91587.04
34,MM,3027,207364.67
34,MM,2313,151503.3
34,MM,4482,1226711.17
35,GG,1269,87224.2
35,GG,1239,1448
35,GG,1278,13437.82
35,GG,1529,77364.79
35,GG,1320,44600
35,JJ,1468,3924129.98
35,JJ,1981,787148.91
35,JJ,1415,687369.06
35,JJ,1303,264292.58
35,JJ,1564,613581.97
35,JJ,4308,239955.8
35,JJ,3855,418773.98
35,JJ,4154,201435.06
35,JJ,3426,531803
35,JJ,2088,137546.99
35,JJ,1888,54255.81
35,JJ,1236,1943.4
35,JJ,3000,1131920.31
35,JJ,1538,575651.37
35,JJ,2322,416315.43
35,JJ,2370,404783.95
35,JJ,1736,314322.22
35,JJ,1442,43364.49
35,SS,1984,138426.38
35,SS,1980,90055.38
35,SS,2501,399406.24
35,SS,2163,220762.32
35,SS,1275,16568.8
35,SS,1530,49488.66
35,SS,2119,247111.46
35,SS,1236,1434
35,SS,1340,36671.42
35,SS,6673,3294754.63
35,SS,1461,70014.49
35,SS,2175,166636.51
35,SS,1549,309989.9
35,SS,2385,364910.08
35,SS,2147,219348.39
35,SS,1826,611199.97
35,SS,1539,215475.09
35,SS,1462,290937.76
35,SS,1299,480995.4
35,SS,1384,61681.13
35,SS,1461,58059.21
35,SS,1859,151285.84
35,SS,2148,249891.02
35,SS,1729,69047.88
35,SS,1979,217799.95
35,SS,3524,373133.48
35,SS,2081,133277.64
35,MM,3021,1931412.65
35,MM,2537,180135.27
35,MM,6989,1135412.65
35,MM,1530,22534.63
36,GG,1337,181065.9
36,GG,1260,30504.06
36,GG,1257,43520.4
36,GG,1273,86855.4
36,GG,1331,101771.15
36,GG,1419,218317.79
36,JJ,1490,229184.52
36,JJ,2484,518122.97
36,JJ,1892,323453.02
36,JJ,1286,389144.84
36,JJ,3064,907665.95
36,JJ,2979,207932.44
36,JJ,2355,1214228.44
36,JJ,3673,295778.22
36,JJ,3126,128489.64
36,JJ,2648,577039.12
36,JJ,2595,399432.12
36,JJ,1236,1354
36,JJ,2267,295358.67
36,JJ,2337,761194.84
36,JJ,2252,238125.29
36,JJ,1531,3606787.86
36,SS,1269,12398.5
36,SS,2635,341474.51
36,SS,2760,885627.12
36,SS,2114,171089.63
36,SS,3296,186298.54
36,SS,1675,51942.8
36,SS,2048,716248.43
36,SS,2204,350323.21
36,SS,1302,11432.47
36,SS,1287,26282.13
36,SS,2272,153179.37
36,SS,1429,247398.13
36,SS,1314,420475.7
36,SS,1899,861965.94
36,SS,1899,869024.19
36,SS,1359,61127.51
36,SS,1688,76232.17
36,SS,2908,534039.04
36,SS,1761,570496.86
36,SS,4083,769030.44
36,SS,1236,2012.11
36,SS,1403,104553.39
36,SS,6126,1627710.85
36,SS,1360,128268
36,SS,1338,68354.63
36,SS,1301,70619.2
36,SS,1453,77309.5
36,SS,1442,50603.99
36,SS,1550,139178.44
36,SS,1326,17561.01
36,SS,1377,104748.61
36,MM,2050,241122.63
36,MM,3162,345809.18
36,MM,3703,622505.13
36,MM,2394,161366.37
36,MM,1908,59401.37
36,MM,2683,163836.57
36,MM,2123,145989.69
36,MM,4076,1123730.53
37,GG,1277,82242.8
37,GG,1237,1632
37,GG,1280,14224.34
37,GG,1531,78605.03
37,GG,1293,33708
37,JJ,1418,3079609.13
37,JJ,1753,1378169.19
37,JJ,1395,548613.2
37,JJ,1264,35923.58
37,JJ,1506,793939.77
37,JJ,4114,172435.81
37,JJ,4039,388220.55
37,JJ,3812,158165.74
37,JJ,3163,333111.51
37,JJ,2004,111504.29
37,JJ,1767,50862.09
37,JJ,1245,5461
37,JJ,2793,1343574.03
37,JJ,1434,369141.64
37,JJ,2218,375006.15
37,JJ,2070,481061.14
37,JJ,1866,380855.05
37,JJ,1379,40303.33
37,SS,1685,48539.97
37,SS,1863,156044.82
37,SS,2170,197601.65
37,SS,1989,179175.77
37,SS,1254,9974.09
37,SS,1484,61919.58
37,SS,2115,1174162.29
37,SS,1320,33669.15
37,SS,6253,1415236.77
37,SS,1414,42578.41
37,SS,2218,154135.01
37,SS,1488,142652.72
37,SS,2329,211935.81
37,SS,2128,235428.29
37,SS,1824,498287.71
37,SS,1529,305452.64
37,SS,1446,255838.9
37,SS,1311,389773
37,SS,1356,17002.93
37,SS,1441,65673.63
37,SS,1849,670643.91
37,SS,2041,199508.2
37,SS,1689,65363.61
37,SS,2132,185694.03
37,SS,3368,750047.71
37,SS,2019,148241.44
37,MM,3250,287588.17
37,MM,2460,189901.13
37,MM,6491,825956.86
37,MM,1499,20678.95
38,OTHER,1235,1373
38,GG,1332,103590.12
38,GG,1258,34740.54
38,GG,1266,44852.2
38,GG,1258,72678.5
38,GG,1320,109649.3
38,GG,1406,157475.28
38,JJ,1398,71628.58
38,JJ,2332,387087.57
38,JJ,1869,325002.73
38,JJ,1254,18197.25
38,JJ,3272,244553.24
38,JJ,2971,192194.4
38,JJ,2535,224317.95
38,JJ,3563,300812.97
38,JJ,3174,143290.48
38,JJ,2581,275297.12
38,JJ,2524,330710.35
38,JJ,1236,1779
38,JJ,2091,248733.05
38,JJ,2336,783946.86
38,JJ,2318,275065.37
38,JJ,1737,475614.12
38,SS,1263,6426.8
38,SS,2916,769040.03
38,SS,2850,396519.98
38,SS,2039,141402.72
38,SS,3646,187902.96
38,SS,1732,54990.95
38,SS,1988,144757.8
38,SS,2444,746793.85
38,SS,1314,13554.54
38,SS,1259,5005.06
38,SS,2324,155783.91
38,SS,1481,582488.21
38,SS,1298,1097585.1
38,SS,1902,688641.82
38,SS,1935,176505.92
38,SS,1358,47918.41
38,SS,1679,85733.04
38,SS,2721,496475.5
38,SS,1733,338792.59
38,SS,4133,674500.21
38,SS,1399,100748.53
38,SS,6488,1534076.02
38,SS,1389,152444.15
38,SS,1375,534258.83
38,SS,1338,94479.4
38,SS,1236,1234
38,SS,1488,65466.6
38,SS,1438,52514.54
38,SS,1515,256735.26
38,SS,1364,25491.79
38,SS,1369,100286.56
38,MM,2043,206927.69
38,MM,3065,375436.82
38,MM,3799,660756.39
38,MM,2515,169030.71
38,MM,1961,68088.28
38,MM,2801,177416.58
38,MM,2048,117411.16
38,MM,3952,964215.48
39,GG,1272,92633.6
39,GG,1235,1272
39,GG,1286,18902.77
39,GG,1627,97812.72
39,GG,1302,31483
39,JJ,1403,2554732.5
39,JJ,1785,814903.55
39,JJ,1412,524497.83
39,JJ,1262,41070
39,JJ,1476,523073.46
39,JJ,4051,215968.68
39,JJ,4219,395770.18
39,JJ,4160,156448.83
39,JJ,3416,333661.51
39,JJ,2056,108133.09
39,JJ,1826,37911.83
39,JJ,1253,6955.6
39,JJ,3130,1321778.66
39,JJ,1440,278056.87
39,JJ,2387,399663.61
39,JJ,2098,178796.56
39,JJ,1235,286759
39,JJ,1863,342655.13
39,JJ,1413,39011.75
39,SS,1871,195248.33
39,SS,1991,217595.19
39,SS,2287,205123.24
39,SS,2222,234183.35
39,SS,1272,14170.74
39,SS,1237,2181.2
39,SS,1528,72141.45
39,SS,2097,827108.48
39,SS,1344,42838.36
39,SS,6385,2088605.56
39,SS,1442,50935.32
39,SS,2385,145953.84
39,SS,1578,287529.18
39,SS,2411,446823.52
39,SS,2674,375767.18
39,SS,1837,555102.12
39,SS,1506,199418.96
39,SS,1489,305240.8
39,SS,1314,450013.4
39,SS,1412,150914.3
39,SS,1464,60448.62
39,SS,1925,101149.06
39,SS,2297,243169.99
39,SS,1728,69639.68
39,SS,2258,225953.26
39,SS,3761,299199.61
39,SS,2187,131502.94
39,MM,3972,544473.37
39,MM,2799,205201.38
39,MM,13391,1726624.86
39,MM,1624,31688
39,MM,1235,1285
40,OTHER,1235,1343
40,GG,1329,98891.75
40,GG,1249,16283
40,GG,1275,63495.7
40,GG,1289,110481.4
40,GG,1322,107237.2
40,GG,1235,1267.82
40,GG,1400,165090.11
40,JJ,1356,47165.26
40,JJ,2529,545313.77
40,JJ,1994,385866.07
40,JJ,1243,39915.25
40,JJ,3366,316362.1
40,JJ,3290,221546.34
40,JJ,2673,247555.93
40,JJ,3789,240990.99
40,JJ,3525,157277.72
40,JJ,2754,280540.22
40,JJ,2751,394327.66
40,JJ,1235,1254
40,JJ,2245,401195.87
40,JJ,2790,1054039.78
40,JJ,2671,383082.48
40,JJ,1597,427059.78
40,SS,1268,8890.8
40,SS,3123,346216.49
40,SS,3356,271613.34
40,SS,2464,204018.68
40,SS,4421,280129.76
40,SS,1867,73345.69
40,SS,2132,258698.65
